,track_id,frame_id,a,v,x,y,omega,phi,ped1_x,ped1_y,ped2_x,ped2_y,ped3_x,ped3_y,r,direction
0,changchun_pudong_507_009_1012,changchun_pudong_507_009_11474,-1.4671344311953398,8.342875111844377,21.921612577487046,-3.2832463305119237,-0.028203500681809573,3.1601588323741314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,down
1,changchun_pudong_507_009_1012,changchun_pudong_507_009_11484,-0.7938616303669556,6.874272077614829,14.305766530245561,-3.3205979742675282,-0.1473163562470773,3.131927099959908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,down
2,changchun_pudong_507_009_1012,changchun_pudong_507_009_11494,0.7127387464397473,6.079615790961231,7.849911244610866,-2.790748105337917,-0.23603918694392634,2.9844632798927657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,down
3,changchun_pudong_507_009_1012,changchun_pudong_507_009_11504,0.702208113546265,6.7930679895996064,1.6679093589668832,-1.0301306262799057,-0.40577529986576866,2.7481878174864365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,down
4,changchun_pudong_507_009_110,changchun_pudong_507_009_1000,-0.8366699857472356,2.538007012396211,-7.915262663218917,2.068563600642045,-0.20237510518384036,2.3227813573911864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,on
5,changchun_pudong_507_009_110,changchun_pudong_507_009_1010,0.33914747441043835,1.7004995191557115,-9.209318131660325,3.7450127640648194,-0.15909686953211502,2.1202036745244737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,on
6,changchun_pudong_507_009_110,changchun_pudong_507_009_1020,2.088034029190977,2.0399864805275167,-10.051890818478933,5.4145951274632695,-0.1111181905433449,1.9609475488667032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,on
7,changchun_pudong_507_009_110,changchun_pudong_507_009_910,0.004610405044751031,3.7874609842927813,21.710098190783828,-3.4386514029812183,-0.0011061420778931742,3.1899833366266255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,on
8,changchun_pudong_507_009_110,changchun_pudong_507_009_920,-0.2588612725601747,3.792076004357597,17.920876043556962,-3.620054612131301,-0.026281752530047362,3.188876087299405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,on
9,changchun_pudong_507_009_110,changchun_pudong_507_009_930,-0.4609375922195486,3.532955611404473,14.25695412718642,-3.7457196260970953,-0.03374273286918999,3.1625680267087675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,on
10,changchun_pudong_507_009_110,changchun_pudong_507_009_940,-0.1980903688575466,3.0715566201936877,10.951582499768419,-3.7605291243464105,-0.028790076922800393,3.128791517330197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,on
11,changchun_pudong_507_009_110,changchun_pudong_507_009_950,0.030753013095722852,2.8732679626786317,7.977386221123857,-3.680056374715752,-0.05465485186422202,3.099972621511579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,on
12,changchun_pudong_507_009_110,changchun_pudong_507_009_960,0.6844366751762303,2.904051759571247,5.093079823546479,-3.4806549727720144,-0.10424390579036945,3.045263060085931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,on
13,changchun_pudong_507_009_110,changchun_pudong_507_009_970,0.5927944089767391,3.5891735565444796,1.8813268038076296,-2.9941320272453464,-0.17035820883989036,2.940914806041513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,on
14,changchun_pudong_507_009_110,changchun_pudong_507_009_980,-0.24428125432234052,4.1825613533179835,-1.8435927225591722,-1.8902177410472683,-0.22287327776994373,2.7703860684640476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,on
15,changchun_pudong_507_009_110,changchun_pudong_507_009_990,-1.3986285322585141,3.938035573215544,-5.438126926935919,-0.011391570047984634,-0.2242838285918479,2.547289694319963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,on
16,changchun_pudong_507_009_116,changchun_pudong_507_009_926,0.03452348645067914,5.971587426805604,21.90773761721414,-2.9365854979264157,-0.02616101217662479,3.1409325889384965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,down
17,changchun_pudong_507_009_116,changchun_pudong_507_009_936,-1.0919204469817798,6.006145471300778,15.913615617805597,-2.8540636610620265,-0.03200932310538532,3.1147453895624957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,down
18,changchun_pudong_507_009_116,changchun_pudong_507_009_946,-0.4707146145988471,4.913132010858541,10.4536408782617,-2.6227862817383993,-0.04450623673619792,3.08270402509264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,down
19,changchun_pudong_507_009_116,changchun_pudong_507_009_956,-0.4578244125737274,4.441946210459301,5.787077349049802,-2.2449520739365347,-0.03939375294006589,3.038153237568919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,down
20,changchun_pudong_507_009_116,changchun_pudong_507_009_966,-0.2167904430000675,3.983663515190305,1.6020816683292871,-1.7284419194900398,-0.08903648382502992,2.998720051442727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,down
21,changchun_pudong_507_009_116,changchun_pudong_507_009_976,0.4990467298583166,3.766656064739787,-2.20805648240527,-1.007446458156306,-0.3079610317366302,2.9095944420082627,-0.04717414895798777,-21.577242643227994,0.0,0.0,0.0,0.0,0.9999999514077255,down
22,changchun_pudong_507_009_116,changchun_pudong_507_009_986,1.2066907458174054,4.266202340874231,-5.912933972933678,0.5125738473694443,-0.4726933337351791,2.6013251409705993,1.4428378475728656,-19.114390784552345,0.0,0.0,0.0,0.0,0.996573220580759,down
